,ID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Product_Name,Date,Rating_Score,Reviews,Link,Product_ID
1018,1839,0.0,0.846,0.154,0.3912,0.016961002722382545,0.1888398975133896,0.7941991090774536,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-11-21,3.0,"
Good taste and mixes very well with water, milk, or coffee (water first), but high price. Why not available via monthly subscription?
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1019,1840,0.058,0.782,0.16,0.4588,0.0025569270364940166,0.14319489896297455,0.8542482256889343,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-06-17,4.0,"
I usually take protein shake after my workout. The benefits of optimum nutrition platinum hydro whey is absorbed fast and I feel my muscles get energy
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1020,1841,0.0,0.687,0.313,0.9061,0.011313891038298607,0.06441375613212585,0.924272358417511,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-09-04,5.0,"
Literally Mixes up like water, so amazing don’t think I can go back to regular protein, like flavored water, if you don’t care for thick drinks hydro whey is the best10/10
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1021,1842,0.015,0.919,0.065,0.5859,0.007763708475977182,0.07724715769290924,0.914989173412323,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-04-25,5.0,"
Although the product is a little bit more expensive than the other ones by bout $15 the price difference is all in the protein by how easily it absorbs, my shakes come out extremely smooth and frothy. Let alone the taste of this is by far one of the better proteins I’ve consumed but I’ve only been through about 6 jars of different brands and flavors. I usually don’t write reviews but this one was just a big surprise and a hit for me.Definitely going to be sticking with this for a while
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1022,1843,0.0,0.741,0.259,0.6369,0.009357284754514694,0.1463676393032074,0.8442750573158264,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-09-21,5.0,"
Been taking it for years. For the money it's the best out there.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1023,1844,0.0,0.721,0.279,0.8807,0.0026880409568548203,0.03353099524974823,0.9637809991836548,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-08-05,5.0,"
I've tried countless protein powders. There's a reason for the cost...it works and contributes to my energy and gains. Tastes amazing. Gentle on stomach. This has been my holy grail for almost 2yrs
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1024,1845,0.055,0.813,0.132,0.9382,0.19391077756881714,0.391226589679718,0.41486263275146484,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2020-07-04,5.0,"
I ordered the double rich chocolate (DBC), thanks to reviews indicating it did not use sucralose (and it does not as of 06/12/18).I've never used ON before, I do not know if it ""used to"" taste better. As of 06/12/18 the DBC flavor tastes roughly like burnt brownie flavored cardboard. Thing is, I understand without a SUPER sweetener, it can be difficult to achieve flavor, but be forewarned, it is AWFUL tasting. Consistency remains almost the same as whatever liquid you have mixed it into (adds no extra thickness). I tried both water and milk.On the positive front, it is jam packed with goodies with every scoop. It mixes extremely well (I use milk mainly) and when mixed with other powders, it continued to mix well (I add extra probiotics and stuff for my joints).I let it sit for a few hours on the counter, everything settled and needed a slight jostle, but (aside from being warm) mixed right back up and tasted exactly the same with the same consistency, which is great as I have had powders that turn to sludge if you let it sit for too long.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002QZN8JW
1025,1847,0.0,0.462,0.538,0.7906,0.0016833547269925475,0.017038125544786453,0.9812785387039185,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-09-22,5.0,"
This stuff tastes great and has good absorbency
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1026,1848,0.0,1.0,0.0,0.0,0.06971901655197144,0.8446518778800964,0.08562907576560974,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-09-16,5.0,"
La compré como regalo para mi esposa, quedó encantada.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1027,1849,0.067,0.81,0.123,0.5249,0.6360073685646057,0.28080105781555176,0.08319159597158432,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2021-11-12,4.0,"
Just a quick flavor review. I'm coming over from Muscle Milk. I usually drink Natural Vanilla or Cookies & Cream with Muscle Milk. I just tried the Velocity Vanilla from Optimum Nutrition Hydrowhey and it's not very good at all. I actually enjoy the Muslce Milk flavor but this is pretty bad tasting.On the plus side, It's only 1 scoop so i'll live with it. I may try chocolate next time.Muscle Milk: 2 scoops, 280 Cal, 32g ProtienOptimum Nutrition Hydrowhey: 1 scoop, 140 calories, 30g Protien
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1028,1850,0.037,0.81,0.153,0.8302,0.028902659192681313,0.08614330738782883,0.8849539756774902,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-04-21,5.0,"
Ive been taking this protein for probably 3 to 4 years and it is my absolute favorite protein. I'm lactose intolerant so less calcium the better. The flavor is great. It says 6 to 8 ounces of water but I tend to do 12 ounces and it still tastes fine. Unfortunately it is getting harder to find and becoming more expensive. 30g of protein is pretty spot on. Not too little not to much.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1029,1851,0.035,0.791,0.174,0.99,0.09776640683412552,0.3146895468235016,0.5875440835952759,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2019-03-05,5.0,"
I’ve been very happy with this powder and I’ve tried a lot over the years. I always use reduced fat milk when preparing this product so I don’t know how well it works with water.Flavor: has a malt-like chocolate flavor that seems like it’s going to have a nasty aftertaste but thankfully doesn’t. It doesn’t have that delicious MuscleMilk level of flavor but it’s also a lot more healthy. Overall it’s a good, easy-to-drink chocolate flavor that isn’t very sweet.Texture: mixes easily but a spoon will leave a few sticky clumps floating around. To be honest it mixes well enough that I’m willing to deal with the minor clumping to avoid having to clean a blender or shaker bottle. Not too thick which is a good thing.Performance: obviously an opinion, but I feel a bit less sore the next day than I otherwise would’ve been had I not drank this after my workout. It works.Price: it’s more expensive than normal whey powder but the increased cost is expected with hydrolyzed whey as it’s a premium product. There are more and less expensive products on the market but I think you will have to spend significantly more to get a marginally better quality product so it’s priced just right IMO. Besides this isn’t intended to be your all-purpose whey powder anyway.I will be purchasing another container when mine runs out.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1030,1852,0.053,0.894,0.053,0.0,0.09645278006792068,0.7985749244689941,0.10497229546308517,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-03-02,4.0,"
Tiene un sabor extraño, nose si sea de un químico, pero deja un sabor a especia en la boca,lo que hago es echarle mas chocolate para que no sepa tanto a eso, fuera de eso creo que esta bien.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1031,1853,0.044,0.765,0.191,0.796,0.04840109124779701,0.1717575341463089,0.7798413634300232,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-05-25,5.0,"
I used this and had great recovery. Didn't reorder because the price jumped bigly. However the other proteins powders even by ON aren't as good for recovery. I'm reordering even at the higher price point because results matter more than price... this is a good value product.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1032,1854,0.0,0.853,0.147,0.5719,0.8877246975898743,0.09668583422899246,0.015589401125907898,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-03-07,4.0,"
WAY too expensive on here. Amazon increased their price by about $20 on this in 30 days. Is Bezos trying to catch up to Elon in net worth? Jesus, the price gouging of customers is egregious.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1033,1855,0.0,0.584,0.416,0.8505,0.002456341404467821,0.03704908490180969,0.9604945778846741,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-08-01,5.0,"
So far it’s pretty good protein tbh, does me good and does not get me bloated
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002QZN8JW
1034,1856,0.072,0.771,0.157,0.9778,0.0337839275598526,0.11497581005096436,0.8512402176856995,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2013-03-23,4.0,"
I love working out, so I use whey protein and I love to experiment with different kinds. I mainly stuck with Now Foods - Whey Protein Isolate, because it has no preservatives or additives or any chemical crap in it and you can feel and see the difference in it. Well after killing 40 pounds of Now Foods, I wanted to try something new and didn't want chocolate or vanilla. I went with the strawberry Hydro Whey by ON. I'm not a big fan of ON because they use Maltodextrin and artificials that cause health problems and weight gain in the gut.I have to say, for a protein that has artificials in it, this is pretty good. I love the taste, it mixes very very easy with a blender ball cup and the taste of the strawberry literally tasted like strawberry. It is really sweet, so if you like sweet things, this is easy to down within seconds. I normally chug it because it tastes that great.To say for performance wise, after I drink this, I feel good but I sometimes feel that crash or lazy feeling you get from the additive crap in it.If ON would take out their artificial ingredient and just let it be, I would stick with it. but I have to say, this is a great protein overall if you don't believe in the artificial ingredients affecting your body. I for one can tell a difference from the Now Foods to this one.Overall, I would recommend this because it is one of the best Caseins out there for performance and taste.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1035,1857,0.0,0.819,0.181,0.431,0.36998483538627625,0.5547635555267334,0.07525156438350677,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-03-20,4.0,"
6 months ago Hydrowhey was 59.75.now they increased the weight by .1 lbs and increased the price by $25.i like hydrowhey, but not that much
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1036,1858,0.046,0.795,0.159,0.9924,0.1481185406446457,0.3413560688495636,0.5105254054069519,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2011-08-30,5.0,"
I am extremely lactose intolerant and have been looking for a protein shake that does not make me sick for a long time. After purchasing this shake, I can gladly say I've found it!Being extremely lactose intolerant, I often tend to get sick from things that taste like milk, even though the lactose content is minimal. This shake has a strong milk taste, which is the only negative thing about it. But, I decided not to mark it down as all protein shakes have a strong milk taste, and because you can easily go around the milk taste by mixing it with Gatorade powder or crystal light on the go packs (sugar-free). Without mixing it with something else, however, I can't drink it. If you do not like a milk taste, then I'd recommend you get the Strawberry flavor as you can easily mix it with out flavors... not so much with the Chocolate or Vanilla flavor.The best thing about this shake is that it really doesn't contain any lactose (other's say they contain zero grams, but still contain milligrams), and it does not upset my stomach. I sometimes feel a bit bloated, but it doesn't last very long as the hydro whey is quickly digested.As far as the results go, I am already starting to see result after just a few days. As far as the preparing goes, you really don't need to blend it, you can simply stir your shake and it'll be fine as well.My ratings:Taste: 2/5 (This is obviously subjective, others who love milkshakes will love it)Mixing: 5/5 (Stirring or blending works fine)Digestion: 5/5 (Quickly digested, perfect for people with lactose intolerance)Results: 5/5 (You'll notice results after a few days)Price: 4/5 (It's a bit more expensive than other shakes, but it's definitely worth the money)
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1037,1859,0.07,0.774,0.155,0.9774,0.15747475624084473,0.3409550189971924,0.5015702247619629,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2016-01-03,4.0,"
I purchased this a few months ago after doing a ton of research on many different protein powders. I've tried a few different brands, both in powders and premixed shakes. I had gastric sleeve surgery almost a year ago so protein is a very important aspect of my diet. My biggest problem is flavor! I can't stand a lot of the products I've tried, it's either gritty or tastes awful, or usually, it's both. That being said, this powder is acceptable to me. It's not absolutely gag worthy but it's definitely not delicious either. It almost has an oat taste to it, which is odd but not really gross or tasty either. The protein in it is good quality and I can tell because it doesn't cause gas or bloating. My favorite is still Premier Protein shakes in chocolate but this one is good for after my workouts or if I'm really low on protein for the day. I mix it with fairlife milk, in a cup with a whisk and it blends fairly well. Please don't buy into the myth that your body can only absorb so much protein at once either because it simply isn't true. I'll still continue to look for a shake that tastes good without a ton of carbs but at this point at least I've found something tolerable. That in and of itself has been a challenge! I would definitely recommend this product tho, especially if you're like me and have extremely picky taste buds.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1038,1860,0.041,0.81,0.149,0.8069,0.6000478267669678,0.3430297076702118,0.05692253261804581,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-08-12,3.0,"
The macros are good, but between the price over ON's Gold Standard Whey and how watered down it tastes, no one in the household liked this protein powder. It's not the worst by any means, but I could see it more as an ingredient in high-protein meals (ie overnight oats) rather than a powder I'd mix into a drink.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1039,1861,0.051,0.785,0.165,0.9857,0.02036069706082344,0.11887555569410324,0.8607637286186218,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2018-04-05,4.0,"
So far so good. Still in my first batch ordered my second already. Been a long time consumer of the ON Gold one and decided to give this one a try. I am going to give you my honest feedback. The taste ? It’s actually better than Gold and it’s better mixed with water rather than milk. Coz it gets coagulated for some reason with milk and I know a lot of folks said the mixability is great and that Holds good only if you mix it with water so avoid milk and it tastes great. It does feel kinda full after I have the shake unlike with the Gold one. But you know what’s the best positive I do feel a difference in recovery time after heavy and intensive workouts. I think I have less body strains and my body feels refreshed the next day and I remember the ON Gold one never gave me such an instant impact. I would rate it as the best ever protein I have had till date but the 4 stars is only coz it’s not actually great mixing with any kind of milk ( tried peas , soy and Zero fat organic milk ) and not exactly fart free. Hahaha but I don’t care coz I feel the results and get the desired impact from what I need for my body!
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1040,1862,0.0,0.66,0.34,0.8689,0.0019618624355643988,0.05760549381375313,0.940432608127594,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-06-28,5.0,"
Mixes well and with ease in water. Vanilla flavor blends well with any other flavors. Great in smoothies regardless of what you mix it with.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1041,1863,0.203,0.747,0.051,-0.6908,0.9574557542800903,0.03795946016907692,0.004584832116961479,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2023-01-30,2.0,"
Must be out your damn mind if you think a tub of 3.5 pounds of protein is worth $100. This is were greed comes in. No longer buying ON products 😒
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1042,1864,0.078,0.841,0.081,0.2229,0.08047415316104889,0.3321055471897125,0.5874202847480774,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2018-03-11,5.0,"
There are a LOT of protein products out there, and it can be really difficult to weigh the pros/cons between all of them.  I've tried just about all of them.  It doesn't help that some of those products will try and trick people by making their serving size 2 or even 3 scoops.  What I look for in a good protein powder is something provides a very high-percentage of protein with no extra fluff that might interfere with my normal diet and vitamin supplements.  And, no digestive side-effects are a huge plus, of course.Pros:- High protein content per serving (30g per scoop; each scoop is 39g, so you're looking at 77% protein by mass)- Very low sugar and carbs (only 1g and 3g per serving, respectively)- Low on vitamins, which allows me to take vitamin supplements without worrying about getting too much calcium, for example- No digestive side-effects; I can consume 120g of this per day and not experience the usual bloat you get from other protein powders- Tastes great mixed with just milkCons:- Price is moderately high, but it's not the most expensive out thereMy routine is to mix this with flax milk in a Blender bottle.  Since flax milk has no lactose and typically no sugar, I get a very clean protein beverage out of it.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1043,1865,0.01,0.849,0.141,0.9551,0.01749897189438343,0.1186656802892685,0.863835334777832,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2021-06-07,5.0,"
Those who say it needs a better flavor should go try the ones with ungodly amounts of sugar. If you’re buying protein powder for the flavor then you can get another brand and slurp down a cookies and cream milkshake. I take this with water and a little bit of vanilla almond milk and it’s perfect. Not too thick where I feel like I’m drinking melted ice cream but still has enough flavor to go down easy. This is the 5th protein powder I’ve tried and it’s the best. Absorbs really well in a blender bottle, whereas other brands will leave you chewing on chunks. Never had that once with powder and I’ve been using for about a month now.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002QZN8JW
1044,1866,0.096,0.749,0.155,0.2732,0.10728254169225693,0.4414806663990021,0.4512368142604828,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-03-18,4.0,"
Good replacement for the ON Performance Isolate, almost same taste. However, I think its little expensive.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1045,1867,0.0,0.822,0.178,0.8805,0.2671527862548828,0.3882424235343933,0.3446047306060791,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-03-24,5.0,"
Look up Consumer Reports of April 2012 article re heavy metal contaminants in protein powders. You'll see that about half of the popular protein powders contain amounts of lead and mercury. This product does NOT. And it's got about the best profile of amino acids. It even tastes really good.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1046,1868,0.0,0.568,0.432,0.8856,0.005203288048505783,0.0750034898519516,0.9197932481765747,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-06-27,5.0,"
I like the taste and it is very good for exercising.I like the taste and it is very good
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1047,1869,0.0,0.837,0.163,0.2382,0.6400308609008789,0.3157458007335663,0.0442233607172966,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-07-16,5.0,"
Good protein but compared to chicken breast it’s getting too expensive
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1048,1870,0.0,0.6,0.4,0.7906,0.003980214241892099,0.04410676285624504,0.951913058757782,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-06-28,5.0,"
Seems to be working well. I can honestly say it performs  better than other mixes
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1049,1871,0.061,0.807,0.132,0.9361,0.023853274062275887,0.11899202316999435,0.8571547269821167,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2017-01-19,5.0,"
Okay. I normally do not like these powders as they either clump up or have a weird after taste. I've been using this at work in the mornings to help keep me full. I read all the reviews here, and applied all I saw about using a little less water if you want a stronger taste or more water for a weaker taste, also after shaking it up, put it in the fridge for 30 minutes to get rid of clumps and chunks. I found this is what works best for me:10oz of water1 Scoop (the one provided)Shake up for 30 secondsput in 1 Serving of PB2 (good stuff)Shake up for 20 secondsPut in Fridge for 30 minutesDrinkSo far this method has worked flawlessly, I have no seen one clump of the powder or the PB2 and all I am using is a simple little 12 oz shaker for mixing it and drinking it.The taste is really good with or with out the PB2 taste, it kind of tastes like a chocolate drink and if you use less water you get that rich chocolate taste, it almost feels like I am cheating :DHighly suggest you try the smaller bottle before investing in the large one.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1050,1872,0.035,0.678,0.288,0.9438,0.001676179701462388,0.0106411287561059,0.9876826405525208,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-02-23,5.0,"
I love the pure chocolate flavor. If I stir it with just water, it tastes like pure cocoa drink. No digesting problems, It’s easy to stir, tastes perfect with strawberries, blueberries, peanut butter. This is my 2nd, and I will definitely buy it again as It’s sold out very fast
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1051,1873,0.059,0.777,0.164,0.5994,0.016362598165869713,0.13241872191429138,0.8512186408042908,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2022-05-09,5.0,"
120 of 140 calories is protein. No digestive issues for me which other kinds of protein became an issue as I've aged. Using cold water with a shaker taste is pretty good.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1052,1874,0.0,0.871,0.129,0.5983,0.06110722944140434,0.3042985498905182,0.6345942616462708,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2021-11-24,4.0,"
Digests really fast which is a huge pro for me.I have been taking this protein powder for a long time however, the price seems to be raising gradually for some reason. Please keep price REASONABLE!
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
1053,1875,0.038,0.818,0.144,0.902,0.2725653648376465,0.35800570249557495,0.36942893266677856,OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed,2021-04-23,5.0,"
I consider myself to be lactose-sensitive but maybe not lactose-intolerant.  For calibration, I can put a little half and half in my coffee and be just fine.  But if I drink a glass of milk, I'll be miserable for hours.I have had issues with whey protein at Jamba Juice, and I can't eat protein bars anymore.  But this hydrolyzed whey protein doesn't affect my digestion at all.  It's great stuff!I wish there was a version without artificial sweeteners.  I'd like to have a powder that is just protein, allowing me to add my own sweetener if I want to.
",https://www.amazon.com/OPTIMUM-NUTRITION-Platinum-Hydrowhey-Hydrolyzed/product-reviews/B002QZN8JW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002QZN8JW
